id,question,subcategory,expected_route,actual_route,status_code,latency_ms,answer,answer_present,fallback,source_count,expected_source_found,expected_page_found,reference_token_recall,citation_count,citation_link_precision,groundedness_score,groundedness_pass,claim_support_rate,supported_statement_count,statement_count,timeout_stage,operational_success,route_correct,error
pdf-rag-011,"What does assistance sti say concerning ""C5 Bias of the assessor The insurance does not cover""?",assistance-sti,retrieval_only,retrieval_only,200,71864.534,"The insurance does not cover events in which the assessor (expert, doctor, assessor, etc.) who is evaluating the loss occurrence directly benefits from the loss occurrence or is related to the insured person by blood or marriage. 

Source: [assistance-sti.pdf, page 6]",True,False,8,True,True,0.9032258064516129,1,1.0,0.995714,True,1.0,2,2,,True,True,
pdf-rag-012,"According to assistance sti, what does it state about ""B2 Delayed commencement of travel If, as a result of""?",assistance-sti,retrieval_only,retrieval_only,200,14514.776,"Travel assistance includes cancellation protection for supported unforeseen events before departure [assistance-sti.pdf, page 3].

B2 Delayed commencement of travel states that if, as a result of an insured event, the insured person cannot take a trip or enter a rented property or event until after the originally agreed date, then instead of covering the cancellation costs, Helvetia will cover the additional costs incurred in relation to the delayed departure and the costs for the unused part of the stay in proportion to the arrangement price (not including transport costs). The benefits are limited to the amount of the agreed arrangement price. The day of arrival is deemed to be the used arrangement day. 

Source: [assistance-sti.pdf, page 3]",True,False,8,True,True,1.0,2,1.0,0.877819,True,1.0,5,5,,True,True,
pdf-rag-013,"What coverage or rule is described for ""C6 Non-specialist medical assessment The insurance does not cover events"" in assistance sti?",assistance-sti,retrieval_only,retrieval_only,200,37623.145,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.12121212121212122,0,,0.25,False,0.0,0,1,,True,True,
pdf-rag-014,"How does assistance sti address ""However, we will grant the insured persons coverage if these""?",assistance-sti,retrieval_only,retrieval_only,200,23842.491,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.05,0,,,,0.0,0,1,,True,True,
pdf-rag-015,"What does assistance sti say concerning ""A3 Failure and delays If, either before beginning a journey""?",assistance-sti,retrieval_only,,504,44851.88,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-016,"According to assistance sti, what does it state about ""H4 Search, rescue and recovery costs Search, rescue and recovery""?",assistance-sti,retrieval_only,,504,45716.492,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-017,"What coverage or rule is described for ""In addition, under age children travelling in the care of"" in assistance sti?",assistance-sti,retrieval_only,,504,47474.348,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-018,"How does assistance sti address ""E1 Call-back and transport costs D5 Damage to property at""?",assistance-sti,retrieval_only,retrieval_only,200,21521.491,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.05,0,,,,0.0,0,1,,True,True,
pdf-rag-019,"What does assistance sti say concerning ""CHF 2ʼ000 per insured person if the insured person requires""?",assistance-sti,retrieval_only,,504,53655.512,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-020,"According to assistance sti, what does it state about ""Spare parts are deemed to be only those parts ordinarily""?",assistance-sti,retrieval_only,retrieval_only,200,65071.777,"The document states that ""Spare parts are deemed to be only those parts ordinarily transported by breakdown assistance vehicles (fuel and vehicle batteries are not insured)"" [assistance-sti.pdf, page 7].",True,False,8,True,True,1.0,1,1.0,0.9375,True,1.0,1,1,,True,True,
pdf-rag-021,"What coverage or rule is described for ""K6 Transport and additional transport costs The costs incurred by"" in assistance sti?",assistance-sti,retrieval_only,retrieval_only,200,17304.532,"The coverage described for ""K6 Transport and additional transport costs"" includes:

- The costs incurred by the insured person to return home or to continue the journey by public transport or taxi to his/her place of work, place of residence, or temporary holiday domicile.
- Taxi costs are covered up to a maximum of CHF 300.

Source: [assistance-sti.pdf, page 8]",True,False,8,True,True,1.0,1,1.0,1.0,True,1.0,4,4,,True,True,
pdf-rag-022,"How does assistance sti address ""The benefits are limited to the amount of the agreed""?",assistance-sti,retrieval_only,retrieval_only,200,19533.193,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.1,0,,,,0.0,0,1,,True,True,
pdf-rag-023,"What does assistance sti say concerning ""These benefits cannot be combined with the benefits from personal""?",assistance-sti,retrieval_only,,504,58813.929,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-024,"According to assistance sti, what does it state about ""the breakage of vehicle parts made of glass or materials""?",assistance-sti,retrieval_only,,504,41658.257,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-025,"What coverage or rule is described for ""For the costs for the unused part of the stay"" in assistance sti?",assistance-sti,retrieval_only,,504,47928.816,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-026,"How does assistance sti address ""K1 Breakdown assistance Costs for breakdown assistance, including spare parts""?",assistance-sti,retrieval_only,retrieval_only,200,28079.646,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.058823529411764705,0,,,,0.0,0,1,,True,True,
pdf-rag-027,"What does assistance sti say concerning ""Close person Married or common law partners as well as""?",assistance-sti,retrieval_only,retrieval_only,200,21359.505,"The term ""Close person"" refers to married or common law partners, as well as their parents, children, relatives in a direct line, siblings, first cousins, first aunts, and uncles. 

Source: [assistance-sti.pdf, page 9]",True,False,8,True,True,1.0,1,1.0,0.947368,True,1.0,2,2,,True,True,
pdf-rag-028,"According to assistance sti, what does it state about ""Replacement vehicle A replacement vehicle is a vehicle provided temporarily""?",assistance-sti,retrieval_only,retrieval_only,200,56307.318,"A replacement vehicle is defined as a vehicle provided temporarily to bridge the loss of use of a damaged or unfit vehicle. 

Source: [assistance-sti.pdf, page 9]",True,False,8,True,True,1.0,1,1.0,0.9,True,1.0,2,2,,True,True,
pdf-rag-029,"What coverage or rule is described for ""The additional call back and transportation costs for the direct"" in assistance sti?",assistance-sti,retrieval_only,retrieval_only,200,70209.017,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.07692307692307693,0,,0.503562,False,0.0,0,1,,True,True,
pdf-rag-030,"How does assistance sti address ""We will therefore explain the most important expressions here in""?",assistance-sti,retrieval_only,retrieval_only,200,1533.701,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.16666666666666666,0,,,,0.0,0,1,,True,True,
pdf-rag-031,"What does brochure household contents and private liability say concerning ""Scope of the insurance cover Household contents includes all movables""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,81260.22,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.17391304347826086,1,1.0,0.811111,True,1.0,1,1,,True,True,
pdf-rag-032,"According to brochure household contents and private liability, what does it state about ""Damage and destruction of all kinds due to external causes""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,63017.81,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.19230769230769232,1,1.0,0.915079,True,1.0,1,1,,True,True,
pdf-rag-033,"What coverage or rule is described for ""Owners and users of model aircraft and drones up to"" in brochure household contents and private liability?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,23610.742,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.36363636363636365,1,1.0,0.8075,True,1.0,1,1,,True,True,
pdf-rag-034,"How does brochure household contents and private liability address ""Theft Plus insurance: Your sum insured is doubled for overnight""?",brochure-household-contents-and-private-liability,retrieval_only,crm_only,200,2418.097,"CRM facts:
CRM returned no matching insurance facts.",True,False,0,False,False,0.07142857142857142,0,,,,0.0,0,1,,True,False,
pdf-rag-035,"What does brochure household contents and private liability say concerning ""Private liability insurance Financial cover when misfortune strikes Household contents""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,35499.86,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.38461538461538464,1,1.0,0.811111,True,1.0,1,1,,True,True,
pdf-rag-036,"According to brochure household contents and private liability, what does it state about ""Good to know Check your sum insured: if it’s less""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,41571.149,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.09090909090909091,1,1.0,0.913889,True,1.0,1,1,,True,True,
pdf-rag-037,"What coverage or rule is described for ""Under supplementary policies for teachers, skiing and sports instructors and"" in brochure household contents and private liability?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,20898.566,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.05,1,1.0,0.8075,True,1.0,1,1,,True,True,
pdf-rag-038,"How does brochure household contents and private liability address ""Household contents insurance All-round protection for your personal possessions Household""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,1391.691,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.06666666666666667,0,,,,0.0,0,1,,True,True,
pdf-rag-039,"What does brochure household contents and private liability say concerning ""Insured persons All persons permanently residing in the same household""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,21268.68,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.18181818181818182,1,1.0,0.913889,True,1.0,1,1,,True,True,
pdf-rag-040,"According to brochure household contents and private liability, what does it state about ""jewellery, antiques, collections, etc.) Helvetia household insurance protects everything you""?",brochure-household-contents-and-private-liability,retrieval_only,retrieval_only,200,38798.859,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,False,False,0.15384615384615385,1,1.0,0.909722,True,1.0,1,1,,True,True,
pdf-rag-041,"What coverage or rule is described for ""Scope of insurance cover The service product provides you with"" in brochure services?",brochure-services,retrieval_only,retrieval_only,200,41132.547,"The ""Scope of insurance cover"" for the service product provides you with the following benefits:

- 24/7 assistance
- 48h claims payment

Helvetia guarantees claims payment within 48 hours following a successful claims review. 

Source: [brochure-services.pdf, page 2]",True,False,8,True,True,1.0,1,1.0,0.962033,True,1.0,3,3,,True,True,
pdf-rag-042,"How does brochure services address ""Waiver of premiums In the event of earning disability, you""?",brochure-services,retrieval_only,retrieval_only,200,1345.879,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.1111111111111111,0,,,,0.0,0,1,,True,True,
pdf-rag-043,"What does brochure services say concerning ""Organization of a security service Psychological follow-up support We will""?",brochure-services,retrieval_only,,504,55546.225,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-044,"According to brochure services, what does it state about ""Waiver of gross negligence Helvetia waives its right to a""?",brochure-services,retrieval_only,,504,48283.256,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-045,"What coverage or rule is described for ""As a Swiss insurance company we stand for quality, friendliness"" in brochure services?",brochure-services,retrieval_only,,504,41467.962,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-046,"How does brochure services address ""We support you with a range of round-the-clock services -""?",brochure-services,retrieval_only,retrieval_only,200,2223.594,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.10526315789473684,0,,,,0.0,0,1,,True,True,
pdf-rag-047,"What does brochure services say concerning ""Locksmith service If access to your owner-occupied residential premises is""?",brochure-services,retrieval_only,,504,52369.449,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-048,"According to brochure services, what does it state about ""We do everything we can to make unpleasant situ -""?",brochure-services,retrieval_only,,504,49306.913,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-049,"What coverage or rule is described for ""This exclusion does not apply to advance payments; M8 Property"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,,504,49461.389,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-050,"How does buildings insurance sti address ""However, if a fault is the cause of an unforeseen""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,12025.922,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.03571428571428571,0,,,,0.0,0,1,,True,True,
pdf-rag-051,"What does buildings insurance sti say concerning ""The insured is obliged to record a status report of""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,46879.211,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.06818181818181818,0,,0.225,False,0.0,0,1,,True,True,
pdf-rag-052,"According to buildings insurance sti, what does it state about ""This exclusion does not apply, if the sum insured for""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,57869.122,"The document states that the exclusion for damage caused by terrorist activities and counterterrorism measures does not apply if the sum insured for the building does not exceed CHF 10 million per building. 

Source:
- [buildings-insurance-sti.pdf, page 4]",True,False,8,True,False,0.35294117647058826,1,1.0,0.956449,True,1.0,2,2,,True,True,
pdf-rag-053,"What coverage or rule is described for ""Underinsurance J1 Collision damage: Breakage, cracks or deformation caused by"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,50535.784,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08823529411764706,0,,0.223211,False,0.0,0,1,,True,True,
pdf-rag-054,"How does buildings insurance sti address ""This exclusion does not apply, if the sum insured for""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,1264.968,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.0625,0,,,,0.0,0,1,,True,True,
pdf-rag-055,"What does buildings insurance sti say concerning ""S5 Damage caused before the contract was amended If the""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,44739.68,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08,0,,0.225448,False,0.0,0,1,,True,True,
pdf-rag-056,"According to buildings insurance sti, what does it state about ""Own electric charging stations and their management system whose purpose""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,35711.381,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.10714285714285714,0,,0.225251,False,0.0,0,1,,True,True,
pdf-rag-057,"What coverage or rule is described for ""Malicious damage caused during strikes and lockouts is also insured"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,44236.835,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.0625,0,,0.223211,False,0.0,0,1,,True,True,
pdf-rag-058,"How does buildings insurance sti address ""ss breakage 8 Earthquake and volcanic eruption 9 all risks""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,1080.879,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.024390243902439025,0,,,,0.0,0,1,,True,True,
pdf-rag-059,"What does buildings insurance sti say concerning ""However, cracks that make renovation of a part of a""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,14868.633,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08333333333333333,0,,0.225,False,0.0,0,1,,True,True,
pdf-rag-060,"According to buildings insurance sti, what does it state about ""Loss of rental income, loss of earnings, additional costs a""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,23002.818,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.06896551724137931,0,,0.224923,False,0.0,0,1,,True,True,
pdf-rag-061,"What coverage or rule is described for ""However, should such events result in unexpected and suddenly occurring"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,17082.052,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.045454545454545456,0,,0.223644,False,0.0,0,1,,True,True,
pdf-rag-062,"How does buildings insurance sti address ""This also applies to the insurance of liability arising from""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,1408.507,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.047619047619047616,0,,,,0.0,0,1,,True,True,
pdf-rag-063,"What does buildings insurance sti say concerning ""eptember 2022 edition Follow-up costs a) Necessary follow-up costs Necessary""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,18719.661,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08333333333333333,0,,0.224375,False,0.0,0,1,,True,True,
pdf-rag-064,"According to buildings insurance sti, what does it state about ""In such cases, the compensation is reduced at a rate""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,19402.187,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.10526315789473684,0,,0.224267,False,0.0,0,1,,True,True,
pdf-rag-065,"What coverage or rule is described for ""In cantons with cantonal buildings insurance, the relevant cantonal provisions"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,45236.442,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08333333333333333,0,,0.746667,False,0.0,0,1,,True,True,
pdf-rag-066,"How does buildings insurance sti address ""This concerns legal disputes that arise during these first three""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,1646.086,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.05555555555555555,0,,,,0.0,0,1,,True,True,
pdf-rag-067,"What does buildings insurance sti say concerning ""However, in the case of additions, alterations, repairs and improvements""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,19732.872,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.043478260869565216,0,,0.225,False,0.0,0,1,,True,True,
pdf-rag-068,"According to buildings insurance sti, what does it state about ""“Buildings” also include the facilities that are locally considered to""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,42300.652,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.12903225806451613,0,,0.225,False,0.0,0,1,,True,True,
pdf-rag-069,"What coverage or rule is described for ""G2 Damage to glass containers, all types of illuminants and"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,55634.637,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.05,0,,0.25,False,0.0,0,1,,True,True,
pdf-rag-070,"How does buildings insurance sti address ""Time of occurrence of damage The time of occurrence of""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,1279.573,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.1111111111111111,0,,,,0.0,0,1,,True,True,
pdf-rag-071,"What does buildings insurance sti say concerning ""bored, driven, concrete, wood and special piles, sheet walls, Berlin-type""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,23935.652,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.0,0,,0.225251,False,0.0,0,1,,True,True,
pdf-rag-072,"According to buildings insurance sti, what does it state about ""Here, each owner is entitled to the exclusive use and""?",buildings-insurance-sti,retrieval_only,retrieval_only,200,39856.856,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.08333333333333333,0,,0.225,False,0.0,0,1,,True,True,
pdf-rag-073,"What coverage or rule is described for ""In this context, the way in which the damage was"" in buildings insurance sti?",buildings-insurance-sti,retrieval_only,retrieval_only,200,60055.868,I could not generate an answer that is sufficiently supported by the available documents.,True,True,0,False,False,0.09090909090909091,0,,0.647647,False,0.0,0,1,,True,True,
pdf-rag-074,"How does household contents private liability sti address ""A26 Apiaries and garden sheds A26.1 Follow-up costs and loss""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,1073.302,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.04477611940298507,0,,,,0.0,0,1,,True,True,
pdf-rag-075,"What does household contents private liability sti say concerning ""■ ■ ■ Sum insured as per the basic insurance""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,22463.113,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,False,0.1282051282051282,1,1.0,0.909722,True,1.0,1,1,,True,True,
pdf-rag-076,"According to household contents private liability sti, what does it state about ""Statutory liability is insured and defence against unjustified claims as""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,64787.754,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

The document states that statutory liability is insured and defense against unjustified claims is covered in the following context:

- **Voluntary liability**: Payment of benefits for losses without statutory liability can be extended upon request by the policyholder.
- Coverage includes claims asserted by third parties that cannot be enforced against the policyholder due to non-fulfillment of liability conditions but are covered under the insurance policy terms.

This information is relevant to understanding the scope of coverage regarding statutory liability and defense against unjustified claims.

Source: [household-contents-private-liability-sti.pdf, page 15]",True,False,8,True,True,0.43478260869565216,2,1.0,0.81173,True,1.0,6,6,,True,True,
pdf-rag-077,"What coverage or rule is described for ""■ ■ ■ A34.2 Insured persons incapable of judgement or"" in household contents private liability sti?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,13864.552,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,True,0.2,1,1.0,0.806778,True,1.0,1,1,,True,True,
pdf-rag-078,"How does household contents private liability sti address ""Sum insured as per the basic insurance cover under the""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,1023.707,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.05555555555555555,0,,,,0.0,0,1,,True,True,
pdf-rag-079,"What does household contents private liability sti say concerning ""Insured objects I5 Household co ntents, within the scope of""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,49241.786,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,False,0.13157894736842105,1,1.0,0.912847,True,1.0,1,1,,True,True,
pdf-rag-080,"According to household contents private liability sti, what does it state about ""Sum insured as per the basic insurance cover under the""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,13555.3,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,False,0.13793103448275862,1,1.0,0.806778,True,1.0,1,1,,True,True,
pdf-rag-081,"What coverage or rule is described for ""Insured objects The insurance covers particular objects of value owned"" in household contents private liability sti?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,14733.15,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,False,0.045454545454545456,1,1.0,0.811111,True,1.0,1,1,,True,True,
pdf-rag-082,"How does household contents private liability sti address ""Sum insured as per the basic insurance cover under the"" (specifically, the point about persons employed or hired by them)?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,14180.369,I cannot include or expose personal or sensitive information in the response.,True,False,0,False,False,0.08,0,,,,0.0,0,1,,True,True,
pdf-rag-083,"What does household contents private liability sti say concerning ""The coverage and insured sums of your insurance as you""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,13683.807,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,False,0.1875,1,1.0,0.808403,True,1.0,1,1,,True,True,
pdf-rag-084,"According to household contents private liability sti, what does it state about ""A36 due to contractual liability assumed beyond the scope of""?",household-contents-private-liability-sti,retrieval_only,retrieval_only,200,55800.211,"Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",True,False,8,True,True,0.12244897959183673,1,1.0,0.915404,True,1.0,1,1,,True,True,
