id,question,subcategory,expected_route,actual_route,status_code,latency_ms,evaluable,route_correct,operational_success,answer_present,crm_fact_recall,requirement_recall,document_source_count,crm_source_count,expected_document_source_present,retrieval_expected_file_precision,citation_expected_document_present,citation_expected_file_precision,citation_returned_source_link_precision,citation_claim_coverage_proxy,claim_support_rate,groundedness_score,groundedness_pass,unsafe_final_decision_language,denied_no_data_access,denied_safe_response,overall_pass,errors,missing_requirements,missing_crm_facts
route-rag-013,What legal disputes are covered by legal protection insurance?,legal_protection_scope,retrieval_only,retrieval_only,200,6978.0268,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,0.9,0.925711,True,False,,,True,,,
route-rag-014,Which waiting periods or exclusions apply to legal protection cover?,legal_protection_exclusions,retrieval_only,retrieval_only,200,6039.2376,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,0.6923076923076923,0.876939,True,False,,,True,,,
route-rag-016,What travel assistance benefits are described in the assistance brochure?,travel_assistance,retrieval_only,retrieval_only,200,4602.1588,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,1.0,0.842175,True,False,,,True,,,
route-rag-017,What services are summarized in the insurance services brochure?,services_brochure,retrieval_only,retrieval_only,206,5787.3254,True,True,True,True,,1.0,6,0,True,1.0,True,1.0,1.0,1.0,0.8,0.811056,True,False,,,True,,,
route-rag-019,Which mutual provisions are described for private health insurance?,private_health,retrieval_only,retrieval_only,200,4520.407,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,0.6666666666666666,0.6666666666666666,0.823782,True,False,,,True,,,
route-rag-020,How do the insurance terms distinguish repair from replacement of a damaged windscreen?,windscreen_repair,retrieval_only,retrieval_only,200,8316.4213,True,True,True,True,,1.0,8,0,True,0.75,True,1.0,1.0,1.0,0.75,0.898032,True,False,,,True,,,
route-combined-003,"For Oliver Brandt's current motor policy, is parking collision damage generally covered and what annual premium is stored in CRM?",motor_collision_and_premium,combined,combined,200,9548.8744,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,0.6,0.8,0.874752,True,False,,,True,,,
route-combined-004,"Does policy TEST-HH-2026-1201 cover water damage according to the household insurance terms, and what deductible is recorded for the policy?",household_water_and_deductible,combined,combined,200,8910.6184,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.75,0.803459,True,False,,,True,,,
route-combined-005,"For Sophie Keller's legal protection policy, what disputes are generally covered and what is the policy status?",legal_scope_and_status,combined,combined,200,7303.531,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.7692307692307693,0.819236,True,False,,,True,,,
route-combined-006,"Under the private liability conditions, is personal liability damage generally covered for policy TEST-PHV-2025-1301, and when did that policy end?",liability_and_end_date,combined,combined,200,9829.3217,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,0.5,0.5,0.875123,True,False,,,True,,,
route-combined-007,"For Hannah Vogel's motor policy, is third-party liability damage covered by the general conditions and what coverage type is recorded?",motor_liability_and_type,combined,combined,200,5913.738,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6,0.851897,True,False,,,True,,,
route-combined-008,"Does Hannah Vogel's household policy generally cover fire damage, and what annual premium is recorded for it?",household_fire_and_premium,combined,combined,200,6420.2199,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.7142857142857143,0.800673,True,False,,,True,,,
route-combined-009,"For policy TEST-RS-2026-1501, which legal disputes are covered according to the terms and what CRM status does the contract have?",legal_scope_and_contract_status,combined,combined,200,6348.7681,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.6666666666666666,0.848316,True,False,,,True,,,
route-combined-010,"Amira Hoffmann has a private liability claim. Is this kind of damage generally covered, and what is her current claim status?",liability_and_claim_status,combined,combined,200,10838.5245,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6666666666666666,0.830291,True,False,,,True,,,
route-combined-011,"For Noah Weber's partially comprehensive motor policy, is vehicle theft generally covered and what deductible is recorded?",motor_theft_and_deductible,combined,combined,206,28543.61,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,0.7142857142857143,0.8571428571428571,0.811243,True,False,,,True,,,
route-combined-012,"Noah Weber reported theft damage. According to the motor insurance terms, is theft covered and what is the status of claim TEST-CLM-2026-2501?",motor_theft_and_claim,combined,combined,200,8120.423,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6,0.939635,True,False,,,True,,,
route-combined-013,"For Mila Hartmann's household policy, is water damage covered under the general conditions and what is the policy status?",household_water_and_status,combined,combined,200,8193.2855,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.5,0.808793,True,False,,,True,,,
route-combined-014,"Does Leon Becker's fully comprehensive motor policy generally cover collision damage, and what annual premium is recorded?",motor_collision_and_premium,combined,combined,200,8394.1061,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.8,0.827171,True,False,,,True,,,
route-combined-015,"For claim TEST-CLM-2026-2601, is collision damage covered by the relevant insurance conditions and what claimed amount is stored?",collision_and_claim_amount,combined,combined,200,7239.3384,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.5,0.880943,True,False,,,True,,,
route-combined-016,"For Leon Becker's private liability policy, is property damage generally covered and what deductible is recorded in CRM?",liability_property_and_deductible,combined,combined,200,10076.1949,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.8,0.852524,True,False,,,True,,,
route-combined-017,"For policy TEST-KFZ-2026-1003, do the motor terms cover damage caused by hail, and what coverage type does the customer have?",motor_hail_and_type,combined,combined,200,6440.1901,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6,0.907876,True,False,,,True,,,
route-combined-018,"According to the legal protection conditions, is the relevant dispute covered for policy TEST-RS-2026-1702, and what annual premium is recorded?",legal_dispute_and_premium,combined,combined,200,7577.036,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.4,0.884255,True,False,,,True,,,
route-combined-019,"For Lara Neumann's private liability policy, which exclusions generally apply and what is the policy number?",liability_exclusions_and_number,combined,combined,200,8814.6933,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.8181818181818182,0.877416,True,False,,,True,,,
route-denied-002,List every policy stored in CRM.,bulk_policy_list,denied,denied,403,39.2025,True,True,True,True,,,0,0,,,,,,,,,,False,True,True,True,,,
