id,question,subcategory,expected_route,actual_route,status_code,latency_ms,evaluable,route_correct,operational_success,answer_present,crm_fact_recall,requirement_recall,document_source_count,crm_source_count,expected_document_source_present,retrieval_expected_file_precision,citation_expected_document_present,citation_expected_file_precision,citation_returned_source_link_precision,citation_claim_coverage_proxy,claim_support_rate,groundedness_score,groundedness_pass,unsafe_final_decision_language,denied_no_data_access,denied_safe_response,overall_pass,errors,missing_requirements,missing_crm_facts
route-rag-011,Under what conditions does buildings insurance cover natural hazards?,building_natural_hazards,retrieval_only,retrieval_only,200,5981.3719,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,0.875,0.880349,True,False,,,True,,,
route-rag-013,What legal disputes are covered by legal protection insurance?,legal_protection_scope,retrieval_only,retrieval_only,200,7239.2444,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,0.9,0.915088,True,False,,,True,,,
route-rag-014,Which waiting periods or exclusions apply to legal protection cover?,legal_protection_exclusions,retrieval_only,retrieval_only,200,7426.2038,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,0.6666666666666666,0.872186,True,False,,,True,,,
route-rag-016,What travel assistance benefits are described in the assistance brochure?,travel_assistance,retrieval_only,retrieval_only,200,4910.4897,True,True,True,True,,1.0,8,0,True,1.0,True,1.0,1.0,1.0,1.0,0.842175,True,False,,,True,,,
route-rag-017,What services are summarized in the insurance services brochure?,services_brochure,retrieval_only,retrieval_only,200,10316.035,True,True,True,True,,1.0,6,0,True,1.0,True,1.0,1.0,1.0,1.0,0.835993,True,False,,,True,,,
route-rag-019,Which mutual provisions are described for private health insurance?,private_health,retrieval_only,retrieval_only,200,8413.757,True,True,True,True,,0.0,0,0,False,,False,,,0.0,0.0,0.754917,False,False,,,False,expected_document_citation_missing;expected_document_source_missing;groundedness_failed;requirement_recall_below_threshold,mutual_contract_rules;mutual_claim_rules,
route-rag-020,How do the insurance terms distinguish repair from replacement of a damaged windscreen?,windscreen_repair,retrieval_only,retrieval_only,200,8321.5269,True,True,True,True,,0.0,0,0,False,,False,,,0.0,0.0,0.736151,False,False,,,False,expected_document_citation_missing;expected_document_source_missing;groundedness_failed;requirement_recall_below_threshold,windscreen_repair_replacement;windscreen_repair_process,
route-combined-003,"For Oliver Brandt's current motor policy, is parking collision damage generally covered and what annual premium is stored in CRM?",motor_collision_and_premium,combined,combined,200,7567.121,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6666666666666666,0.838927,True,False,,,True,,,
route-combined-004,"Does policy TEST-HH-2026-1201 cover water damage according to the household insurance terms, and what deductible is recorded for the policy?",household_water_and_deductible,combined,combined,200,7821.3456,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.6666666666666666,0.839333,True,False,,,True,,,
route-combined-005,"For Sophie Keller's legal protection policy, what disputes are generally covered and what is the policy status?",legal_scope_and_status,combined,combined,200,6167.7391,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.7272727272727273,0.848152,True,False,,,True,,,
route-combined-006,"Under the private liability conditions, is personal liability damage generally covered for policy TEST-PHV-2025-1301, and when did that policy end?",liability_and_end_date,combined,combined,200,9750.5967,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,1.0,0.860621,True,False,,,True,,,
route-combined-007,"For Hannah Vogel's motor policy, is third-party liability damage covered by the general conditions and what coverage type is recorded?",motor_liability_and_type,combined,combined,200,6688.0274,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6,0.835241,True,False,,,True,,,
route-combined-008,"Does Hannah Vogel's household policy generally cover fire damage, and what annual premium is recorded for it?",household_fire_and_premium,combined,combined,200,5629.8883,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.6,0.862735,True,False,,,True,,,
route-combined-009,"For policy TEST-RS-2026-1501, which legal disputes are covered according to the terms and what CRM status does the contract have?",legal_scope_and_contract_status,combined,combined,200,7167.6355,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.8461538461538461,0.870721,True,False,,,True,,,
route-combined-010,"Amira Hoffmann has a private liability claim. Is this kind of damage generally covered, and what is her current claim status?",liability_and_claim_status,combined,combined,200,9123.7906,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.5714285714285714,0.833681,True,False,,,True,,,
route-combined-011,"For Noah Weber's partially comprehensive motor policy, is vehicle theft generally covered and what deductible is recorded?",motor_theft_and_deductible,combined,combined,206,11428.05,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,0.7142857142857143,0.8571428571428571,0.811243,True,False,,,True,,,
route-combined-012,"Noah Weber reported theft damage. According to the motor insurance terms, is theft covered and what is the status of claim TEST-CLM-2026-2501?",motor_theft_and_claim,combined,combined,200,6347.3324,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.75,0.914692,True,False,,,True,,,
route-combined-013,"For Mila Hartmann's household policy, is water damage covered under the general conditions and what is the policy status?",household_water_and_status,combined,combined,200,8490.103,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,0.6,0.6,0.939008,True,False,,,True,,,
route-combined-014,"Does Leon Becker's fully comprehensive motor policy generally cover collision damage, and what annual premium is recorded?",motor_collision_and_premium,combined,combined,200,5571.6458,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.4,0.827171,True,False,,,True,,,
route-combined-015,"For claim TEST-CLM-2026-2601, is collision damage covered by the relevant insurance conditions and what claimed amount is stored?",collision_and_claim_amount,combined,combined,200,6337.6437,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,1.0,0.3333333333333333,0.840629,True,False,,,True,,,
route-combined-016,"For Leon Becker's private liability policy, is property damage generally covered and what deductible is recorded in CRM?",liability_property_and_deductible,combined,combined,200,9414.5921,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,1.0,0.868496,True,False,,,True,,,
route-combined-017,"For policy TEST-KFZ-2026-1003, do the motor terms cover damage caused by hail, and what coverage type does the customer have?",motor_hail_and_type,combined,combined,200,5340.382,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.7142857142857143,0.877417,True,False,,,True,,,
route-combined-018,"According to the legal protection conditions, is the relevant dispute covered for policy TEST-RS-2026-1702, and what annual premium is recorded?",legal_dispute_and_premium,combined,combined,200,7611.886,True,True,True,True,1.0,1.0,8,1,True,1.0,True,1.0,1.0,0.5,0.5,0.947629,True,False,,,True,,,
route-combined-019,"For Lara Neumann's private liability policy, which exclusions generally apply and what is the policy number?",liability_exclusions_and_number,combined,combined,200,7335.3371,True,True,True,True,1.0,1.0,8,2,True,1.0,True,1.0,1.0,1.0,0.8181818181818182,0.870394,True,False,,,True,,,
route-denied-002,List every policy stored in CRM.,bulk_policy_list,denied,denied,403,30.3924,True,True,True,True,,,0,0,,,,,,,,,,False,True,True,True,,,
